SV,peak_index,frequency_Hz,amplitude,prominence,width_Hz,left_freq_Hz,right_freq_Hz
1,36,2.880859375,-39.40900839341778,24.586850568087613,0.25299161570475937,2.7400819158751646,2.993073531579924
1,74,3.80859375,-41.01600884592944,20.215946094149587,0.2585088502674284,3.6930385056403656,3.951547355907794
1,103,4.5166015625,-48.822320563456,9.158992339652706,0.14843736289921683,4.440074950881113,4.588512313780329
1,116,4.833984375,-54.008332333218725,1.6693994557744674,0.0665161958661793,4.804133289753375,4.870649485619555
1,131,5.2001953125,-48.6267652400618,12.873612662087758,0.38763299056874523,4.933863870185505,5.32149686075425
1,140,5.419921875,-53.59920694906344,3.4955901629155477,0.09345776186919785,5.38373676556219,5.477194527431388
1,152,5.712890625,-62.16902660131502,1.2201675562250784,0.08445192658625977,5.663891286017517,5.748343212603777
1,167,6.0791015625,-54.22858945786758,1.4794672269602458,0.0922817707567436,6.058004349826019,6.150286120582763
1,180,6.396484375,-51.389211466294384,3.368541616992907,0.25218413369945747,6.349967897586587,6.602152031286044
1,201,6.9091796875,-49.928082216360615,2.7644278181087714,0.17802849479292693,6.8235155101817755,7.001544004974702
1,215,7.2509765625,-45.87823465010271,15.07679371988015,0.7647551985844858,6.720077463768488,7.484832662352974
1,256,8.251953125,-48.16417860823245,10.667351761390023,0.3526922850297254,8.104991031386412,8.457683316416137
1,272,8.642578125,-57.37246466919619,1.3230028283221031,0.07547040971743613,8.607935510845909,8.683405920563345
1,311,9.5947265625,-47.70883299041908,3.7039117435316413,0.2285798557640284,9.48042994603717,9.709009801801198
1,324,9.912109375,-49.795097426074804,1.1200258997289083,0.10225362847202035,9.85884884961479,9.96110247808681
