SV,peak_index,frequency_Hz,amplitude,prominence,width_Hz,left_freq_Hz,right_freq_Hz
1,36,2.880859375,-37.97966491495644,26.165066603735276,0.28386239986797657,2.7196949102838373,3.003557310151814
1,74,3.80859375,-39.735981937697304,20.062461993889684,0.2534961569804661,3.6923520530381473,3.9458482100186134
1,103,4.5166015625,-47.53669026327442,11.655840201931461,0.18922320157144323,4.41984609578174,4.609069297353183
1,124,5.029296875,-52.613509897048225,1.1213343105361773,0.07847486073937393,4.991453489766049,5.069928350505423
1,133,5.2490234375,-49.35359012575109,8.169218521923376,0.2057472055516305,5.109187956683837,5.314935162235468
1,169,6.1279296875,-55.023136435132535,2.032985186314008,0.08513261350897317,6.072456663622286,6.157589277131259
1,185,6.5185546875,-52.899356874688586,4.286457811112022,0.26669310326006723,6.32241071329321,6.589103816553277
1,203,6.9580078125,-51.46329172213469,5.425871093458888,0.2871343967565654,6.78103035798038,7.068164754736945
1,215,7.2509765625,-50.48723919261556,11.820569077545976,0.29127779465086867,7.163367309737954,7.454645104388823
1,256,8.251953125,-48.87943053420658,13.994802866529554,0.4618241360479143,8.04135865872709,8.503182794775004
1,311,9.5947265625,-47.530514928428865,3.190101623829399,0.2064746629036769,9.498222617753152,9.704697280656829
